1;9650.25;10807.45;8448.05;8518.2;7592.15
1;4931.4;5460.15;3507.7;4039.45;2895
1;3790.6;4931.05;3788.1;2896.85;3046.15
1;4140.5;5946.4;3864.8;3637;3007.05
1;7407.25;9573.1;7284.7;6842.6;5926.85
1;11513.45;17859.85;13330.15;11708.55;9485.15
1;4320.85;4751.55;4235.95;3703.1;3320.5
1;3467.2;5016.05;4230.95;3483.35;3237.1
1;3982.95;5976.25;4632.3;3915.55;3252.25
1;3607.05;4849;3871.2;3405.2;3498.5
1;3682.95;4600.35;3952.6;3006.7;3338.1
1;2636.25;3215.8;2676.55;2436.5;2259.95
1;4018.35;5989.85;4692.65;3809;3413.8
1;3707.8;4992.25;3976.75;3322.85;3385.4
1;4735.4;7047.55;5776.15;4777.4;4235.2
1;2487.3;3296.7;2479.9;2333.55;1958.75
1;3977;5917.65;4562.9;3858.45;3235.8
1;3896.15;5598.35;4278.7;3770.55;3347.3
1;3536;4761.25;3880.7;3378.75;3476.8
1;3720.95;4798.15;4290;3411.35;3536.35
1;4057.5;5831.75;4077.15;3814.3;2884.7
1;3901.65;5785.85;4703.9;3888.6;3303.4
1;4782.95;6696.1;4766.9;4446.25;3906.85
1;10797.9;14781.45;8715.8;9300.2;6386.15
1;3919.8;5685.65;4095.2;3825.15;3193.85
1;3248.95;4269.45;3201.55;2605.3;3133.1
1;3714.55;4791.9;4279.85;3160;3326.55
1;4658.5;5289.25;3407.2;3974.8;2955.25
1;10696.65;12078.5;8895.7;9906.3;7457.4
1;3474.6;4741.1;4230.7;3540.05;3374.55
1;3806.1;5247.8;4080.15;3315.9;2976.2
1;10751.5;10764.3;8014.7;8818.2;6387.5
1;4114.35;5811;4583.65;3823.95;3544.8
1;3573.85;5371.4;4187.8;3443.2;2876.3
1;3240.5;4508.6;3972.5;3012.95;3149
1;3878.7;4821.2;4091.65;3602.6;3542.95
1;3822.65;5826.45;4466.25;3583;3395.7
1;2891.85;4285;3466.45;2988.4;2440.8
1;4164.85;5786.8;4848.95;4025.8;3294.15
1;3456.65;4802;4107.4;3418.75;3374.8
1;10883.5;15942.1;12609.1;10951.4;8751.05
1;3732.15;4911.65;3878.65;2961.05;3035.5
1;4232.6;6102.75;4449.2;3878.1;3737.6
1;3659.15;4763.8;3875.15;3323.1;3449.5
1;6802;7669.5;6585.55;5734;5691.2
1;3758.95;5192.05;3683;3327.15;2885.85
1;2864.2;4305.65;3471.7;2847.35;2563.05
1;3962.75;5315.5;4343.65;3666.25;3280.9
1;4750.5;5522.2;3416.8;4048.95;2962.2
1;4067.55;5834.8;4886.2;3989;3282.75
1;3896.9;5927.7;4573.75;3856.55;3303.15
1;3636.5;4826;3996.5;3400.45;3408
1;4846.4;5360.45;3764.65;4009.85;2900.2
1;3782.45;5921.15;4672.85;3860.35;3225.4
1;4215.55;4793.35;3941.55;3930.35;3395.4
1;3920;5822.8;4055.2;3721.65;2858.35
1;3902.15;5835.45;4769;3871.45;3347.45
1;3091.95;4589.65;3646.6;3164.65;3080.9
1;4031.05;5310.7;4131.4;3626.9;3053.6
1;3823.65;5677.4;4162.5;3803.15;3300.5
1;2895.3;4174.6;3276;2753.55;2475.5
1;4273.6;5942.15;4257.7;3967.25;3486.65
1;3762.1;4745.65;4074.65;3276;3425.3
1;3576.05;5347.1;4077.15;3529.45;3007.65
1;4373;4900.35;3502.8;3736.75;2643
1;4027;5930.55;4616.65;3864.4;3324.8
1;4330.8;5915.7;4018.25;3783.05;3031.5
1;4999.55;5410.9;3393.2;4118.3;2901.9
1;7205.35;10838.25;8197.15;7501.25;6112.45
1;8775.15;12055.45;8989.75;8371.2;6484.8
1;6948.4;8187.4;6987.85;6422.7;5384.2
1;2923.95;4125.95;3137.3;2734.75;2313.7
1;4365.15;5199.75;3270.65;3873.7;2887.95
1;12981.85;16879;11322.15;11216.75;7573.1
1;4071.8;5937.5;4046.45;3756.05;2903.3
1;4033.2;5609.05;4208.65;3700.65;3300.75
1;4514.85;6939.8;5926.4;4843.6;4101.1
1;3607.3;4853.75;4298.1;3163.85;3377.65
1;4194.25;5976.45;4199.35;3937;3553.15
1;4454.45;5104.35;3395.75;3784.55;2849.3
1;6252.55;8647.75;6897.05;5897.2;5292.4
1;3428.45;4738.1;3966.9;3368.85;3365.95
1;4223.1;4833.5;3902.65;3754.9;3371.3
1;2662.6;4129.9;3098.95;2747.85;2465.8
1;3746.65;4789.35;3752.9;3286;3593.2
1;3529.4;5185.6;4178.3;3498.7;3049.25
1;4056.35;5928.7;4874.95;3843.2;3431.65
1;3554.4;5361.85;4208.55;3583.95;3035.7
1;3204.25;4381.5;3277.75;2825.4;3035.25
1;3539.55;5290.45;4210.05;3514.85;2909.1
1;2915.45;4187.65;3213.65;2821.35;2251.55
1;3950.7;5475.5;4338.1;3572.5;3069
1;4050.4;5787.25;4401.45;3745.55;3290.85
1;4032.25;5359.6;4350.05;3584;3017.65
1;3550.1;5101.4;4345;3557.15;2998.7
1;4343.3;5226.5;3450.45;3836.75;2742.85
1;3540.9;5097.25;3952.55;3213.9;2728.15
1;3632.35;5356.15;3864.45;3529.55;3149.75
1;3377.05;4323.4;3093.35;2659.85;3042.85
1;4627.25;5763.8;3590.15;4085.1;2960.35
1;2820.2;4112.5;3516.75;2741.9;2427.45
1;2856;4343.4;3338.55;2830.8;2459
1;3608.8;4631.3;4181.5;3125.2;3506.7
1;3670.9;4744.15;4069.85;3244.85;3569.7
1;6998.2;10520.45;8286.25;7472.25;5769.5
1;8565.75;9630.1;7484.65;7626.6;6936.15
1;3380.4;4882.05;4218.8;3581.95;3157.9
1;3928.25;5879.05;4566.85;3792.15;3451.2
1;3478.5;5396.45;4223.4;3573.95;3210.6
1;3908.85;5888.95;4070;3682.2;2950.8
1;3827.7;4947.25;3804.85;3046.25;3205.7
1;4330.05;5956.55;4526.6;3874.85;3381.05
1;2808.75;3111.9;2707.4;2632.6;2196.1
1;3271.65;4558.75;3637.55;3086.6;3049.1
1;4803.2;5071.3;3468.8;4068.85;2883.65
1;1344.85;1804.5;1389.65;1080.65;1066.55
1;4272.3;5775.35;4271.8;3923.1;3529.1
1;4571.75;5506.75;3359.3;3991.9;2833.15
1;3963.2;5974.25;4554.65;3737.95;3189.1
1;2918.2;4215.6;3128.15;2736.8;2258.7
1;3874.6;5894.9;4463;3689.65;3384.05
1;8613.05;13068.95;10450.25;8513.15;7305.85
1;4357.9;6167.05;4635.5;3909.6;3656.95
1;3943.85;5938.3;4345.9;3858.6;3298.55
1;7401.25;10650.1;7500.55;6879.3;6475.75
1;6727.45;7905.55;5491.05;6075.05;4137.3
1;2176;3312.5;2824.65;2276.2;1967.85
1;4433.75;4860.45;3400.8;3812.2;2925.8
1;3927.85;5716.7;4534.05;3712;3408.45
1;1461.3;1672.4;997.05;1193.35;821.75
1;4164.15;4937.2;3236.85;3467.55;2515.8
1;3256.3;4646.65;3762.95;3365.75;3383.1
1;3789.35;4912.9;3914.05;3301.3;3500.35
1;5005.3;5338.8;3388.7;4099.9;2840.95
1;3997.05;5768.4;4650.75;3686.15;3430.15
1;3951.85;4976.8;3266.6;3370.05;2346.25
1;5858.55;8934.35;7067.7;6018.15;5016.45
