1;109.181;83.445;100.917;113.118;123.41;107.355;95.397;137.914
1;30.855;27.551;38.33;49.559;63.748;57.023;48.377;85.18
1;49.607;62.56;133.996;93.64;118.891;41.027;124.832;115.752
1;116.652;133.701;118.81;155.573;128.997;142.935;120.544;144.828
1;138.028;135.044;162.315;170.754;168.179;173.599;166.535;204.771
1;37.654;64.179;78.139;79.806;81.949;82.048;96.118;98.749
1;151.692;146.583;158.002;174.194;198.648;205.212;249.658;291.909
1;35.024;34.027;41.23;42.166;40.743;65.09;80.293;70.527
1;40.433;55.309;57.898;72.292;73.97;73.456;57.172;70.778
1;99.145;111.293;124.311;116.703;139.895;131.828;120.125;145.617
1;101.968;106.595;105.873;107.479;109.354;113.356;111.38;164.248
1;62.899;60.488;75.974;88.867;104.168;80.223;125.227;233.325
1;106.354;91.322;102.032;100.365;104.788;102.11;112.58;123.485
1;30.574;28.564;29.249;30.333;30.87;31.218;30.162;34.27
1;81.945;89.785;141.901;114.181;114.856;134.555;155.788;222.319
1;118.486;50.834;90.4;120.909;109.372;126.824;139.091;145.383
1;69.268;75.438;86.358;86.515;70.437;89.087;93.075;133.241
1;57.502;57.098;47.313;63.894;68.055;66.373;77.819;94.045
1;75.303;85.415;172.508;252.539;236.928;200.937;269.918;250.542
1;168.538;207.062;206.829;186.409;224.29;205.55;194.896;202.949
1;57.989;61.584;69.133;82.135;93.287;96.466;114.299;127.151
1;51.954;67.391;54.431;82.065;63.42;85.258;71.927;74.071
1;106.859;90.45;81.436;94.516;79.285;90.655;77.109;128.804
1;80.783;74.84;66.639;70.656;84.002;113.064;160.053;165.15
1;264.03;260.608;278.061;217.061;213.216;330.783;364.716;346.383
1;133.136;114.86;152.47;143.048;142.872;176.192;140.092;176.85
1;63.24;64.011;75.677;71.849;71.381;84.492;76.24;105.811
1;85.294;80.957;123.931;113.448;98.835;113.342;149.032;149.605
1;38.447;44.449;64.448;60.162;32.545;57.686;70.096;92.267
1;59.163;30.406;30.924;38.575;43.845;75.288;72.369;163.395
1;98.069;95.186;119.789;115.651;84.069;107.166;124.696;147.771
1;106.157;114.554;110.77;111.66;105.792;119.918;124.477;111.903
1;135.848;122.778;133.032;135.859;123.045;117.222;149.109;167.25
1;147.603;152.061;161.884;177.575;172.994;152.151;166.033;179.961
1;58.625;63.986;72.835;81.178;83.878;79.599;110.824;191.557
1;70.602;74.087;83.492;89.158;91.166;92.675;91.242;89.075
1;62.059;63.421;80.773;84.138;77.17;73.916;73.357;103.545
1;72.033;70.37;81.323;89.065;98.199;97.001;138.77;166.984
1;33.712;36.186;35.064;31.273;31.192;41.245;70.035;98.233
1;68.193;56.982;62.381;69.422;61.394;50.697;45.94;47.076
1;122.295;109.573;127.361;124.874;150.408;145.927;150.607;163.208
1;53.036;76.438;53.151;49.144;48.579;50.664;48.757;57.562
1;177.101;155.304;53.912;159.614;135.815;78.828;144.347;175.13
1;67.315;67.486;58.896;68.683;69.291;84.942;74.894;78.322
1;146.104;158.253;147.505;153.065;144.437;154.976;144.894;172.829
1;86.361;89.092;98.369;113.769;97.07;83.738;98.507;151.097
1;80.989;75.43;77.733;73.506;70.038;60.83;47.185;66.86
1;50.57;49.601;89.857;92.207;83.071;94.702;101.606;88.76
1;46.437;44.218;48.106;61.536;50.675;54.076;52.595;54.06
1;89.869;84.298;86.34;110.399;96.963;82.412;71.085;119.222
1;84.742;96.887;90.85;90.227;93.541;100.572;99.653;113.767
1;80.3;63.435;77.911;84.998;80.291;84.216;112.757;194.049
1;114.643;115.122;158.604;104.135;80.394;80.709;76.893;126.122
1;113.146;110.635;109.675;132.496;120.927;118.873;145.77;179.212
1;155.798;163.567;157.514;176.46;208.837;198.399;214.061;270.638
1;81.584;89.801;179.087;134.996;130.174;83.7;126.781;119.156
1;113.094;218.751;227.192;249.118;218.96;265.813;281.632;306.676
1;88.156;99.579;129.85;120.268;99.721;84.627;107.885;165.564
1;46.895;53.297;55.269;53.914;51.464;75.293;90.806;86.082
1;105.381;109.819;106.108;110.867;106.658;103.897;105.042;112.063
1;170.438;147.092;171.329;173.99;176.403;211.881;144.734;230.129
1;118.233;125.466;152.443;146.155;138.132;116.348;146.489;143.363
1;57.405;72.852;62.809;76.713;93.374;92.377;94.382;95.791
1;117.838;113.797;141.39;170.228;210.421;107.311;166.034;261.864
1;70.576;76.738;61.516;69.807;38.842;69.776;68.268;66.416
1;132.539;129.316;132.189;139.216;130.911;131.386;135.603;123.916
1;68.23;67.289;66.439;66.427;66.298;66.286;124.966;139.172
1;95.644;130.351;135.928;112.635;134.513;106.703;102.142;109.409
