6.4875,7.8092,6.8881,7.1613,8.3065,7.7223,7.2396,7.2968,7.0867,8.3974,7.9709,8.6572,7.7534,7.3091,6.7055,8.0407,8.6142,8.3533,8.3573,8.2803,8.3071,7.741,9.168,7.0665,7.491,7.3575,6.5461,7.0296,7.0709,7.0273,7.0326,7.5347,6.5645,9.5665,9.9098,9.1905,10.5919,9.9383,7.7111,9.4901,8.9649,9.4652,9.0992,10.4993,8.804,9.2471,8.5415,7.567,8.1357,9.5279,7.066,5.788,7.8997,8.0993,8.5037,8.7348,8.7961,8.2433,8.3429,7.8645,8.2668,9.265,7.0253,7.5897,7.4809,8.0259,6.9066,7.5473,7.8957,8.9181,9.0162,9.5471,8.9125,8.3369,8.7179,7.4898,7.2928,7.5638,6.7377,7.6098,6.8698,6.723,6.8366,7.5727,9.043,9.6916,9.5004,8.6635,9.825,10.0462,10.555,9.3541,8.9435,11.2922,9.7828,8.8195
4.9411,8.6152,7.6686,7.1855,7.8206,8.2492,7.4439,8.1772,8.1866,7.8178,7.894,8.1512,7.5973,6.6859,8.8113,7.9591,8.1277,8.1528,7.5586,7.6469,6.72,8.5287,9.0776,7.8453,8.8051,8.583,6.528,8.8399,8.5386,9.4008,7.809,7.238,7.6311,8.2031,8.0507,7.4069,8.59,9.1937,8.1771,8.1811,7.95,9.388,9.0555,9.2063,8.8124,8.5322,7.2657,6.2077,6.7742,6.9478,6.7467,5.2341,5.8656,7.1688,7.1424,7.1752,7.9005,7.3321,7.4656,7.6407,7.9892,7.3281,6.9658,7.8766,6.8063,7.6184,7.0502,7.9084,7.9116,7.8524,7.7531,8.0164,7.5918,7.3031,7.3965,8.2541,8.5567,7.8121,6.5328,8.7186,8.4789,8.0283,8.2049,7.053,8.1259,7.2588,7.9966,7.1568,9.0963,7.9677,9.203,7.685,7.6304,7.6231,7.7331,7.1633
12.3069,15.2114,14.4405,12.1928,15.6418,15.8014,15.5064,16.8073,13.8663,16.8485,17.476,19.1751,18.5266,17.5137,18.6355,18.4702,17.9603,18.8634,20.5719,19.2931,18.2075,18.3215,20.042,20.756,19.4017,19.9287,16.5429,20.4862,21.2145,16.29,18.0745,19.3237,17.867,17.176,19.1957,17.0444,18.7304,18.2958,16.8739,17.3195,17.643,17.8465,19.252,17.6724,17.6673,17.3497,18.8302,13.9702,16.661,18.5345,20.2485,13.7437,12.859,15.298,16.9333,15.7478,16.9561,15.8213,17.3585,17.6366,17.6788,17.2703,18.8606,17.458,17.3905,18.2305,17.674,18.3155,18.2966,17.5866,18.5866,19.6757,19.106,17.8646,18.9034,19.8585,19.4269,17.424,14.7783,18.0757,20.652,17.841,20.3714,18.168,20.0044,18.6597,17.6497,18.6912,18.1801,19.2256,18.4953,18.5239,18.485,17.4651,20.1053,15.0541
5.8247,9.1474,8.7523,8.0671,8.7217,9.2718,9.1129,9.1018,8.3822,9.2445,9.3858,9.3977,9.3337,8.9368,9.6271,10.4492,9.1679,9.7673,9.7899,9.8791,9.0935,10.1652,9.6259,9.5009,9.8251,9.5287,8.3093,9.5994,9.6306,9.8005,9.3981,9.9019,9.5792,9.7165,8.8376,8.9152,10.2949,10.4374,10.1848,9.7523,10.0258,10.9331,10.8447,10.4823,10.328,10.533,9.5189,8.3016,9.7935,11.0459,10.488,7.1749,7.9396,9.8626,9.9943,9.0136,9.1642,9.8379,9.39,9.5003,9.5668,8.0922,10.2139,9.8092,9.369,9.0572,9.7722,9.957,9.8132,9.7065,9.9221,9.6502,10.3922,8.8766,9.9004,9.5993,9.7947,9.8218,8.1126,9.7693,9.4088,9.4558,9.47,9.2341,9.4256,9.5178,9.5216,8.9267,9.8363,10.6433,11.726,9.0964,10.2187,9.735,10.1332,9.6089
3.1196,4.1974,3.7039,3.9927,4.4377,4.4398,4.254,4.6347,4.3958,4.658,4.3973,4.2904,4.2448,3.8658,4.5719,4.3964,4.4067,4.5499,5.3639,4.4073,4.5496,4.4803,4.8286,4.4623,4.5845,4.5743,3.6484,4.8443,4.6359,4.8102,4.8147,4.5946,5.2261,4.5069,4.7689,4.3028,5.1708,4.851,4.9408,5.0206,4.7466,4.8996,5.0438,5.3374,4.5097,4.9684,4.2111,3.7167,4.5425,4.4911,4.6183,2.5932,3.5682,4.3375,4.1818,4.4385,4.6275,4.3888,4.8767,5.6458,4.845,4.5173,4.2058,4.7142,4.333,4.1724,4.2386,4.7569,4.797,4.4561,4.6207,4.957,4.7596,4.2066,4.3234,4.5381,4.8305,5.2889,3.4211,4.864,4.8093,4.6048,4.2874,4.1666,4.2561,4.7551,4.7102,4.3734,5.1687,4.9478,5.4197,4.7167,5.8643,4.5321,4.4411,4.5272
5.9352,7.234,8.3292,7.9165,9.2418,8.9832,8.8001,9.9826,8.4749,9.5792,8.9489,8.5327,9.2475,8.2675,9.4405,9.1993,7.8631,8.9322,9.731,8.6819,8.1892,8.4792,9.1955,9.5814,9.0674,8.7861,7.5142,8.7311,8.6842,8.1489,8.6458,8.8882,9.6956,9.7001,8.2806,9.0194,9.8771,11.2193,9.1063,10.2513,9.5737,10.3756,10.2871,10.2834,10.6695,11.0138,11.5106,8.1128,9.9684,10.4885,10.3117,5.8998,6.5624,9.3161,8.6258,9.9264,10.3311,9.9455,9.2278,10.2115,10.0259,9.2315,9.3689,9.9459,9.7546,8.9296,9.0005,10.0272,9.7838,10.4985,10.391,10.202,10.7558,9.2977,10.3132,10.2347,10.2897,10.3629,8.7403,10.0104,10.1629,10.1727,9.6266,10.6115,9.7497,10.0713,10.8269,9.0259,10.5215,10.8244,11.2464,8.943,10.677,10.5374,11.8734,9.9338
8.0069,10.0926,9.933,10.0333,9.8982,9.7762,9.834,10.4439,9.5416,10.033,10.2975,10.3878,11.1285,10.1177,10.204,10.1304,7.758,10.4856,9.8135,10.6751,9.3048,10.1696,10.2897,10.7497,10.8115,10.8038,9.2595,10.1322,10.3486,9.9071,10.6542,10.8377,10.7814,11.3426,9.3157,9.6501,10.0661,10.9438,10.2433,11.2061,10.6489,10.9894,11.0303,11.0163,9.459,10.9714,11.7221,8.6618,10.485,10.9377,11.5039,8.79,7.7969,10.2881,9.6904,10.4935,9.6156,10.5324,10.37,11.2541,10.2635,9.2957,9.1053,10.3387,10.9804,10.9127,10.4731,10.9342,11.1792,11.012,10.9683,11.1201,11.1057,10.578,11.5921,12.2557,11.9882,11.1222,10.2311,11.0903,11.1589,10.986,10.7399,11.4011,11.29,11.4236,11.4029,10.1865,11.6398,12.0675,11.9194,12.0847,11.3918,11.375,11.5106,10.9868
6.003,8.9369,5.2785,8.7986,8.9334,9.113,9.3798,11.0254,9.6245,10.978,11.1596,10.8714,11.0223,9.8357,10.7081,11.2081,10.6768,11.2448,11.6704,10.9981,10.3968,12.1794,11.2102,11.6191,10.3678,10.0317,9.0326,9.8726,10.0315,10.2451,10.4409,9.81,10.2239,10.2048,10.385,10.1854,10.571,10.587,10.249,11.3709,10.3892,11.7599,10.3509,9.2986,9.1809,9.7565,8.1132,8.4148,9.4708,9.9349,10.9032,8.2576,8.7871,10.0383,9.9174,10.9191,10.7027,10.9857,10.0886,10.5258,10.3094,10.4792,10.6515,10.0529,10.2854,9.9516,10.3149,10.4123,10.0687,10.3469,10.1753,11.1769,10.2296,9.6526,10.6428,10.6299,10.1785,9.9524,9.2616,10.2701,10.1277,10.1235,10.1294,10.0831,9.9826,10.5238,10.7939,9.7632,10.8163,11.2503,10.6238,10.3996,10.7195,10.5315,10.5889,10.3651
7.7403,9.0866,5.5603,9.0488,9.6953,9.6332,9.5752,10.0886,9.0626,10.2814,10.4861,10.0425,10.4742,9.636,10.2842,10.4997,10.3132,10.1184,10.1418,10.4787,9.72,10.4574,10.3541,10.4684,10.6597,10.5324,9.9119,10.4284,10.5364,10.207,10.585,10.1149,10.4246,10.7693,10.8431,10.2519,10.5959,10.453,10.5859,10.6659,10.1971,10.5117,10.6139,10.6488,10.03,10.9406,10.7285,9.0418,10.222,10.7115,10.7927,9.0542,8.9128,10.1728,9.785,10.2525,10.3655,10.3205,10.5281,10.5433,10.6113,10.205,10.2826,10.1239,10.5772,10.4463,10.3121,10.4222,10.1207,10.89,10.4923,10.9886,10.4844,10.2487,10.5278,10.6446,10.5526,10.5923,9.7541,10.2679,10.4034,10.0882,10.3905,11.1026,12.0854,12.8411,12.0301,10.9737,13.2256,14.5796,13.0918,11.2995,11.5459,9.5458,11.7854,12.2386
15.3714,20.2809,7.7777,9.3631,21.3375,20.841,12.3686,10.4583,10.7474,11.3149,12.4301,12.7624,11.4733,9.7456,11.038,11.3182,10.5552,12.4379,12.7434,11.2175,8.3173,12.2008,12.1744,12.2108,12.9342,13.9386,9.4104,13.2356,15.9522,13.4576,11.1679,10.3483,11.4304,13.083,14.35,11.4998,11.6756,12.7084,12.9372,13.0302,11.812,13.6936,11.9772,13.673,14.5108,16.6455,13.1598,10.7575,13.126,14.3817,14.1498,5.9241,8.3356,12.7626,10.5083,12.6571,12.4774,11.6183,11.1318,10.5435,12.7788,13.4221,10.8268,12.1221,11.2971,10.9831,9.4597,11.9449,12.6053,11.8971,11.8079,12.3191,13.1907,11.482,13.7423,11.6852,16.2596,12.3314,8.5462,12.0293,13.4692,13.766,13.5168,10.7053,9.1729,13.8319,15.1204,13.6767,16.1534,15.3627,17.0262,16.6877,15.7842,14.6138,15.3601,16.1356
